1|firm1|1|10.11|56.45
2|firm2|1|10.11|56.45
3|firm3|1|10.11|56.45
4|firm4|1|10.11|56.45
5|firm5|1|10.11|56.45
6|firm6|1|10.11|56.45
7|firm7|1|10.11|56.45
8|firm8|1|10.11|56.45
9|firm9|1|10.11|56.45
10|firm10|1|10.11|56.45
11|firm11|1|10.11|56.45
12|firm12|1|10.11|56.45
13|firm13|1|10.11|56.45
14|firm14|1|10.11|56.45
15|firm15|1|10.11|56.45
16|firm16|1|10.11|56.45
17|firm17|1|10.11|56.45
18|firm18|1|10.11|56.45
19|firm19|1|10.11|56.45
20|firm20|1|10.11|56.45
21|firm21|1|10.11|56.45
22|firm22|1|10.11|56.45
23|firm23|1|10.11|56.45
24|firm24|1|10.11|56.45
25|firm25|1|10.11|56.45
26|firm26|1|10.11|56.45
27|firm27|1|10.11|56.45
28|firm28|1|10.11|56.45
29|firm29|1|10.11|56.45
30|firm30|1|10.11|56.45
31|firm31|1|10.11|56.45
32|firm32|1|10.11|56.45
33|firm33|1|10.11|56.45
34|firm34|1|10.11|56.45
35|firm35|1|10.11|56.45
36|firm36|1|10.11|56.45
37|firm37|1|10.11|56.45
38|firm38|1|10.11|56.45
39|firm39|1|10.11|56.45
40|firm40|1|10.11|56.45
41|firm41|1|10.11|56.45
42|firm42|1|10.11|56.45
43|firm43|1|10.11|56.45
44|firm44|1|10.11|56.45
45|firm45|1|10.11|56.45
46|firm46|1|10.11|56.45
47|firm47|1|10.11|56.45
48|firm48|1|10.11|56.45
49|firm49|1|10.11|56.45
50|firm50|1|10.11|56.45
51|firm51|1|10.11|56.45
52|firm52|1|10.11|56.45
53|firm53|1|10.11|56.45
54|firm54|1|10.11|56.45
55|firm55|1|10.11|56.45
56|firm56|1|10.11|56.45
57|firm57|1|10.11|56.45
58|firm58|1|10.11|56.45
59|firm59|1|10.11|56.45
60|firm60|1|10.11|56.45
61|firm61|1|10.11|56.45
62|firm62|1|10.11|56.45
63|firm63|1|10.11|56.45
64|firm64|1|10.11|56.45
65|firm65|1|10.11|56.45
66|firm66|1|10.11|56.45
67|firm67|1|10.11|56.45
68|firm68|1|10.11|56.45
69|firm69|1|10.11|56.45
70|firm70|1|10.11|56.45
71|firm71|1|10.11|56.45
72|firm72|1|10.11|56.45
73|firm73|1|10.11|56.45
74|firm74|1|10.11|56.45
75|firm75|1|10.11|56.45
76|firm76|1|10.11|56.45
77|firm77|1|10.11|56.45
78|firm78|1|10.11|56.45
79|firm79|1|10.11|56.45
80|firm80|1|10.11|56.45
81|firm81|1|10.11|56.45
82|firm82|1|10.11|56.45
83|firm83|1|10.11|56.45
84|firm84|1|10.11|56.45
85|firm85|1|10.11|56.45
86|firm86|1|10.11|56.45
87|firm87|1|10.11|56.45
88|firm88|1|10.11|56.45
89|firm89|1|10.11|56.45
90|firm90|1|10.11|56.45
91|firm91|1|10.11|56.45
92|firm92|1|10.11|56.45
93|firm93|1|10.11|56.45
94|firm94|1|10.11|56.45
95|firm95|1|10.11|56.45
96|firm96|1|10.11|56.45
97|firm97|1|10.11|56.45
98|firm98|1|10.11|56.45
99|firm99|1|10.11|56.45
100|firm100|1|10.11|56.45
101|firm101|1|10.11|56.45
102|firm102|1|10.11|56.45
103|firm103|1|10.11|56.45
104|firm104|1|10.11|56.45
105|firm105|1|10.11|56.45
106|firm106|1|10.11|56.45
107|firm107|1|10.11|56.45
108|firm108|1|10.11|56.45
109|firm109|1|10.11|56.45
