0 29 3808 0 1 2
0 29 3809 0 1 2
0 29 3979 0 1 2
0 29 3980 0 1 2
0 29 3981 0 1 2
0 29 4150 0 1 2
0 29 4151 0 1 2
0 29 4152 0 1 2
0 29 4153 0 1 2
0 29 4154 0 1 2
0 29 4320 0 1 2
0 29 4321 0 1 2
0 29 4322 0 1 2
0 29 4323 0 1 2
0 29 4324 0 1 2
0 29 4325 0 1 2
0 29 4326 0 1 2
0 29 4489 0 1 2
0 29 4490 0 1 2
0 29 4491 0 1 2
0 29 4492 0 1 2
0 29 4493 0 1 2
0 29 4494 0 1 2
0 29 4495 0 1 2
0 29 4496 0 1 2
0 29 4497 0 1 2
0 29 4657 0 1 2
0 29 4658 0 1 2
0 29 4659 0 1 2
0 29 4660 0 1 2
0 29 4661 0 1 2
0 29 4662 0 1 2
0 29 4663 0 1 2
0 29 4664 0 1 2
0 29 4665 0 1 2
0 29 4666 0 1 2
0 29 4667 0 1 2
0 29 4823 0 1 2
0 29 4824 0 1 2
0 29 4825 0 1 2
0 29 4826 0 1 2
0 29 4827 0 1 2
0 29 4828 0 1 2
0 29 4829 0 1 2
0 29 4830 0 1 2
0 29 4831 0 1 2
0 29 4832 0 1 2
0 29 4833 0 1 2
0 29 4834 0 1 2
0 29 4986 0 1 2
0 29 4987 0 1 2
0 29 4988 0 1 2
0 29 4989 0 1 2
0 29 4990 0 1 2
0 29 4991 0 1 2
0 29 4992 0 1 2
0 29 4993 0 1 2
0 29 4994 0 1 2
0 29 4995 0 1 2
0 29 4996 0 1 2
0 29 4997 0 1 2
0 29 4998 0 1 2
0 29 4999 0 1 2
0 29 5000 0 1 2
0 29 5146 0 1 2
0 29 5147 0 1 2
0 29 5148 0 1 2
0 29 5149 0 1 2
0 29 5150 0 1 2
0 29 5151 0 1 2
0 29 5152 0 1 2
0 29 5153 0 1 2
0 29 5154 0 1 2
0 29 5155 0 1 2
0 29 5156 0 1 2
0 29 5157 0 1 2
0 29 5158 0 1 2
0 29 5159 0 1 2
0 29 5160 0 1 2
0 29 5161 0 1 2
0 29 5162 0 1 2
0 29 5304 0 1 2
0 29 5305 0 1 2
0 29 5306 0 1 2
0 29 5307 0 1 2
0 29 5308 0 1 2
0 29 5309 0 1 2
0 29 5310 0 1 2
0 29 5311 0 1 2
0 29 5312 0 1 2
0 29 5313 0 1 2
0 29 5314 0 1 2
0 29 5315 0 1 2
0 29 5316 0 1 2
0 29 5317 0 1 2
0 29 5318 0 1 2
0 29 5319 0 1 2
0 29 5320 0 1 2
0 29 5321 0 1 2
0 29 5322 0 1 2
0 29 5459 0 1 2
0 29 5460 0 1 2
0 29 5461 0 1 2
0 29 5462 0 1 2
0 29 5463 0 1 2
0 29 5464 0 1 2
0 29 5465 0 1 2
0 29 5466 0 1 2
0 29 5467 0 1 2
0 29 5468 0 1 2
0 29 5469 0 1 2
0 29 5470 0 1 2
0 29 5471 0 1 2
0 29 5472 0 1 2
0 29 5473 0 1 2
0 29 5474 0 1 2
0 29 5475 0 1 2
0 29 5476 0 1 2
0 29 5477 0 1 2
0 29 5478 0 1 2
0 29 5479 0 1 2
0 29 5614 0 1 2
0 29 5615 0 1 2
0 29 5616 0 1 2
0 29 5617 0 1 2
0 29 5618 0 1 2
0 29 5619 0 1 2
0 29 5620 0 1 2
0 29 5621 0 1 2
0 29 5622 0 1 2
0 29 5623 0 1 2
0 29 5624 0 1 2
0 29 5625 0 1 2
0 29 5626 0 1 2
0 29 5627 0 1 2
0 29 5628 0 1 2
0 29 5629 0 1 2
0 29 5630 0 1 2
0 29 5631 0 1 2
0 29 5632 0 1 2
0 29 5633 0 1 2
0 29 5634 0 1 2
0 29 5635 0 1 2
0 29 5636 0 1 2
0 29 5772 0 1 2
0 29 5773 0 1 2
0 29 5774 0 1 2
0 29 5775 0 1 2
0 29 5776 0 1 2
0 29 5777 0 1 2
0 29 5778 0 1 2
0 29 5779 0 1 2
0 29 5780 0 1 2
0 29 5781 0 1 2
0 29 5782 0 1 2
0 29 5783 0 1 2
0 29 5784 0 1 2
0 29 5785 0 1 2
0 29 5786 0 1 2
