vids freq
ITA_ANC101_RAP1 1
ITA_ANC101_RAP2 1
ITA_ANC24_NET1 1
ITA_ANC24_NET2 1
ITA_ANC24_NET3 1
ITA_ANC24_NET4 1
ITA_ANC24_NET5 1
ITA_ANC24_NET6 1
ITA_ANC24_NET7 1
ITA_ANC24_NET8 1
ITA_ANC24_NET9 1
ITA_ANC24_NET10 1
ITA_ANC24_NET11 1
ITA_ANC24_NET12 1
ITA_ANC75_OTB1 1
ITA_ANC75_OTB2 1
ITA_ANC75_OTB3 1
ITA_ANC75_OTB4 1
ITA_ANC75_OTB5 1
ITA_ANC75_OTB6 1
ITA_ANC75_OTB7 1
ITA_ANC75_OTB8 1
ITA_ANC75_OTB9 1
ITA_ANC75_OTB10 1
ITA_ANC75_OTB11 1
ITA_ANC75_OTB12 1
ITA_ANC75_OTB13 1
ITA_ANC75_OTB14 1
ITA_BEL10_NET1 1
ITA_BEL10_NET2 1
ITA_BEL10_NET3 1
ITA_BEL10_NET4 1
ITA_BEL10_NET5 1
ITA_BEL10_NET6 1
ITA_BEL61_OTB1 1
ITA_BEL61_OTB2 1
ITA_BUR42_NET1 1
ITA_BUR42_NET2 1
ITA_BUR91_OTB1 1
ITA_CAO43_NET1 1
ITA_CAO43_NET2 1
ITA_CAO43_NET3 1
ITA_CAO43_NET4 1
ITA_CAO43_NET5 1
ITA_CAO43_NET6 1
ITA_CAO43_NET7 1
ITA_CAO43_NET8 1
ITA_CAO92_OTB1 1
ITA_CAO92_OTB2 1
ITA_CAO92_OTB3 1
ITA_CAO92_OTB4 1
ITA_CAO92_OTB5 1
ITA_CAO92_OTB6 1
ITA_CAO92_OTB7 1
ITA_CAO92_OTB8 1
ITA_CAO92_OTB9 1
ITA_CAO92_OTB10 1
ITA_CAT11_NET1 1
ITA_CAT11_NET2 1
ITA_CAT62_OTB1 1
ITA_CAT62_OTB2 1
ITA_CER12_NET1 1
ITA_CER12_NET2 1
ITA_CER12_NET3 1
ITA_CER63_OTB1 1
ITA_CES13_NET1 1
ITA_CES64_OTB1 1
ITA_CES64_OTB2 1
ITA_CES64_OTB3 1
ITA_CES64_OTB4 1
ITA_CES64_OTB5 1
ITA_CES64_OTB6 1
ITA_CES64_OTB7 1
ITA_CES64_OTB8 1
ITA_CES64_OTB9 1
ITA_CHI104_RAP1 1
ITA_CHI104_RAP2 1
ITA_CHI104_RAP3 1
ITA_CHI104_RAP4 1
ITA_CHI104_RAP5 1
ITA_CHI104_RAP6 1
ITA_CHI104_RAP7 1
ITA_CHI44_NET1 1
ITA_CHI44_NET2 1
ITA_CHI44_NET3 1
ITA_CHI44_NET4 1
ITA_CHI44_NET5 1
ITA_CHI44_NET6 1
ITA_CHI44_NET7 1
ITA_CHI44_NET8 1
ITA_CHI44_NET9 1
ITA_CHI93_OTB1 1
ITA_CHI93_OTB2 1
ITA_CHI93_OTB3 1
ITA_CHI93_OTB4 1
ITA_CHI93_OTB5 1
ITA_CHI93_OTB6 1
ITA_CHI93_OTB7 1
ITA_CHI93_OTB8 1
ITA_CHI93_OTB9 1
ITA_CHI93_OTB10 1
ITA_CHI93_OTB11 1
ITA_CHI93_OTB12 1
ITA_CHI93_OTB13 1
ITA_CHI93_OTB14 1
ITA_CHI93_OTB15 1
ITA_CHI93_OTB16 1
ITA_CHI93_OTB17 1
ITA_CHI93_OTB18 1
ITA_CHI93_OTB19 1
ITA_CHI93_OTB20 1
ITA_CHI93_OTB21 1
ITA_CHI93_OTB22 1
ITA_CHI93_OTB23 1
ITA_CHI93_OTB24 1
ITA_CIV102_RAP1 1
ITA_CIV25_NET1 1
ITA_CIV25_NET2 1
ITA_CIV25_NET3 1
ITA_CIV25_NET4 1
ITA_CIV25_NET5 1
ITA_CIV25_NET6 1
ITA_CIV25_NET7 1
ITA_CIV76_OTB1 1
ITA_CIV76_OTB2 1
ITA_CIV76_OTB3 1
ITA_CIV76_OTB4 1
ITA_CIV76_OTB5 1
ITA_CIV76_OTB6 1
ITA_CIV76_OTB7 1
ITA_CIV76_OTB8 1
ITA_CIV76_OTB9 1
ITA_CIV76_OTB10 1
ITA_CIV76_OTB11 1
ITA_CUP26_NET1 1
ITA_CUP26_NET2 1
ITA_CUP26_NET3 1
ITA_CUP77_OTB1 1
ITA_FAN27_NET1 1
ITA_FAN27_NET2 1
ITA_FAN27_NET3 1
ITA_FAN27_NET4 1
ITA_FAN27_NET5 1
ITA_FAN27_NET6 1
ITA_FAN78_OTB1 1
ITA_FAN78_OTB2 1
ITA_FAN78_OTB3 1
ITA_FAN78_OTB4 1
ITA_FAN78_OTB5 1
ITA_GAB28_NET1 1
ITA_GAB28_NET2 1
ITA_GAB79_OTB1 1
ITA_GIU1_NET1 1
ITA_GIU1_NET2 1
ITA_GIU1_NET3 1
ITA_GIU1_NET4 1
ITA_GIU53_OTB1 1
ITA_GIU53_OTB2 1
ITA_GIU53_OTB3 1
ITA_GOR14_NET1 1
ITA_GOR14_NET2 1
ITA_GOR14_NET3 1
ITA_GOR14_NET4 1
ITA_GOR14_NET5 1
ITA_GOR14_NET6 1
ITA_GOR14_NET7 1
ITA_GOR14_NET8 1
ITA_GOR14_NET9 1
ITA_GOR14_NET10 1
ITA_GOR14_NET11 1
ITA_GOR14_NET12 1
ITA_GOR14_NET13 1
ITA_GOR14_NET14 1
ITA_GOR14_NET15 1
ITA_GOR14_NET16 1
ITA_GOR14_NET17 1
ITA_GOR14_NET18 1
ITA_GOR14_NET19 1
ITA_GOR14_NET20 1
ITA_GOR14_NET21 1
ITA_GOR14_NET22 1
ITA_GOR14_NET23 1
ITA_GOR14_NET24 1
ITA_GOR14_NET25 1
ITA_GOR14_NET26 1
ITA_GOR14_NET27 1
ITA_GOR14_NET28 1
ITA_GOR14_NET29 1
ITA_GOR14_NET30 1
ITA_GOR14_NET31 1
ITA_GOR14_NET32 1
ITA_GOR14_NET33 1
ITA_GOR65_OTB1 1
ITA_GOR65_OTB2 1
ITA_GOR65_OTB3 1
ITA_GOR65_OTB4 1
ITA_GOR65_OTB5 1
ITA_GOR65_OTB6 1
ITA_GOR65_OTB7 1
ITA_GOR65_OTB8 1
ITA_GOR65_OTB9 1
ITA_GOR65_OTB10 1
ITA_GOR65_OTB11 1
ITA_GOR65_OTB12 1
ITA_GOR65_OTB13 1
ITA_GOR65_OTB14 1
ITA_GOR65_OTB15 1
ITA_GOR65_OTB16 1
ITA_GOR65_OTB17 1
ITA_GOR65_OTB18 1
ITA_GOR65_OTB19 1
ITA_GOR65_OTB20 1
ITA_GOR65_OTB21 1
ITA_GOR65_OTB22 1
ITA_GOR65_OTB23 1
ITA_GOR65_OTB24 1
ITA_GOR65_OTB25 1
ITA_GOR65_OTB26 1
ITA_GOR65_OTB27 1
ITA_GOR65_OTB28 1
ITA_GOR65_OTB29 1
ITA_GOR65_OTB30 1
ITA_GOR65_OTB31 1
ITA_GRA19_NET1 1
ITA_GRA19_NET2 1
ITA_GRA70_OTB1 1
ITA_GRA70_OTB2 1
ITA_GRA70_OTB3 1
ITA_GRA70_OTB4 1
ITA_GRA70_OTB5 1
ITA_GRO29_NET1 1
ITA_IES45_NET1 1
ITA_IES45_NET2 1
ITA_IES45_NET3 1
ITA_IES45_NET4 1
ITA_IES94_OTB1 1
ITA_LES38_NET1 1
ITA_LES38_NET2 1
ITA_LES38_NET3 1
ITA_LES38_NET4 1
ITA_LES38_NET5 1
ITA_LES38_NET6 1
ITA_LIG46_NET1 1
ITA_MAR2_NET1 1
ITA_MAR3_NET1 1
ITA_MAR3_NET2 1
ITA_MAR3_NET3 1
ITA_MAR3_NET4 1
ITA_MAR3_NET5 1
ITA_MAR30_NET1 1
ITA_MAR30_NET2 1
ITA_MAR30_NET3 1
ITA_MAR39_NET1 1
ITA_MAR39_NET2 1
ITA_MAR39_NET3 1
ITA_MAR47_NET1 1
ITA_MAR47_NET2 1
ITA_MAR54_OTB1 1
ITA_MAR54_OTB2 1
ITA_MAR80_OTB1 1
ITA_MAR88_OTB1 1
ITA_MAR88_OTB2 1
ITA_MAR88_OTB3 1
ITA_MAR95_OTB1 1
ITA_MAR95_OTB2 1
ITA_MAR95_OTB3 1
ITA_MAR95_OTB4 1
ITA_MAR95_OTB5 1
ITA_MAR95_OTB6 1
ITA_MON20_NET1 1
ITA_MON71_OTB1 1
ITA_MUG21_NET1 1
ITA_MUG72_OTB1 1
ITA_NUM31_NET1 1
ITA_NUM31_NET2 1
ITA_NUM31_NET3 1
ITA_NUM81_OTB1 1
ITA_ORT4_NET1 1
ITA_ORT4_NET2 1
