VE_REF beta.VE_REF
ITA_ANC101_RAP1 -0.210721031315653
ITA_ANC101_RAP1 4.34652898232072
ITA_ANC101_RAP1 0.19062035960865
ITA_ANC101_RAP1 2.12942147398486
ITA_ANC101_RAP2 -0.210721031315653
ITA_ANC101_RAP2 4.34652898232072
ITA_ANC101_RAP2 0.19062035960865
ITA_ANC101_RAP2 2.12942147398486
ITA_ANC24_NET1 -4.60517018598809
ITA_ANC24_NET1 1.08856195281461
ITA_ANC24_NET1 -2.99573227355399
ITA_ANC24_NET1 0.314810739840034
ITA_ANC24_NET2 -4.60517018598809
ITA_ANC24_NET2 1.08856195281461
ITA_ANC24_NET2 -2.99573227355399
ITA_ANC24_NET2 0.314810739840034
ITA_ANC24_NET3 -4.60517018598809
ITA_ANC24_NET3 1.08856195281461
ITA_ANC24_NET3 -2.99573227355399
ITA_ANC24_NET3 0.314810739840034
ITA_ANC24_NET4 -4.60517018598809
ITA_ANC24_NET4 1.08856195281461
ITA_ANC24_NET4 -2.99573227355399
ITA_ANC24_NET4 0.314810739840034
ITA_ANC24_NET5 -4.60517018598809
ITA_ANC24_NET5 1.08856195281461
ITA_ANC24_NET5 -2.99573227355399
ITA_ANC24_NET5 0.314810739840034
ITA_ANC24_NET6 -4.60517018598809
ITA_ANC24_NET6 1.08856195281461
ITA_ANC24_NET6 -2.99573227355399
ITA_ANC24_NET6 0.314810739840034
ITA_ANC24_NET7 -4.60517018598809
ITA_ANC24_NET7 1.08856195281461
ITA_ANC24_NET7 -2.99573227355399
ITA_ANC24_NET7 0.314810739840034
ITA_ANC24_NET8 -4.60517018598809
ITA_ANC24_NET8 1.08856195281461
ITA_ANC24_NET8 -2.99573227355399
ITA_ANC24_NET8 0.314810739840034
ITA_ANC24_NET9 -4.60517018598809
ITA_ANC24_NET9 1.08856195281461
ITA_ANC24_NET9 -2.99573227355399
ITA_ANC24_NET9 0.314810739840034
ITA_ANC24_NET10 -4.60517018598809
ITA_ANC24_NET10 1.08856195281461
ITA_ANC24_NET10 -2.99573227355399
ITA_ANC24_NET10 0.314810739840034
ITA_ANC24_NET11 -4.60517018598809
ITA_ANC24_NET11 1.08856195281461
ITA_ANC24_NET11 -2.99573227355399
ITA_ANC24_NET11 0.314810739840034
ITA_ANC24_NET12 -4.60517018598809
ITA_ANC24_NET12 1.08856195281461
ITA_ANC24_NET12 -2.99573227355399
ITA_ANC24_NET12 0.314810739840034
ITA_ANC75_OTB1 2.67345875633259
ITA_ANC75_OTB1 0.157003748809665
ITA_ANC75_OTB1 3.23671574299653
ITA_ANC75_OTB1 2.89314568477889
ITA_ANC75_OTB2 2.67345875633259
ITA_ANC75_OTB2 0.157003748809665
ITA_ANC75_OTB2 3.23671574299653
ITA_ANC75_OTB2 2.89314568477889
ITA_ANC75_OTB3 2.67345875633259
ITA_ANC75_OTB3 0.157003748809665
ITA_ANC75_OTB3 3.23671574299653
ITA_ANC75_OTB3 2.89314568477889
ITA_ANC75_OTB4 2.67345875633259
ITA_ANC75_OTB4 0.157003748809665
ITA_ANC75_OTB4 3.23671574299653
ITA_ANC75_OTB4 2.89314568477889
ITA_ANC75_OTB5 2.67345875633259
ITA_ANC75_OTB5 0.157003748809665
ITA_ANC75_OTB5 3.23671574299653
ITA_ANC75_OTB5 2.89314568477889
ITA_ANC75_OTB6 2.67345875633259
ITA_ANC75_OTB6 0.157003748809665
ITA_ANC75_OTB6 3.23671574299653
ITA_ANC75_OTB6 2.89314568477889
ITA_ANC75_OTB7 2.67345875633259
ITA_ANC75_OTB7 0.157003748809665
ITA_ANC75_OTB7 3.23671574299653
ITA_ANC75_OTB7 2.89314568477889
ITA_ANC75_OTB8 2.67345875633259
ITA_ANC75_OTB8 0.157003748809665
ITA_ANC75_OTB8 3.23671574299653
ITA_ANC75_OTB8 2.89314568477889
