stock  init_weight_per_szgroup
0 0.00008070055
0 0.002714342
0 0.01391812
0 0.04084983
0 0.09129616
0 0.1735134
0 0.2961387
0 0.4681322
0 0.6987359
0 0.9974428
0 1.373973
0 1.838254
0 2.400405
0 3.070722
1 0.00002424412
1 0.0007021187
1 0.003358232
1 0.009414946
1 0.02033362
1 0.03760325
1 0.06273445
1 0.09725565
1 0.1427105
1 0.2006558
1 0.2726603
1 0.3603033
1 0.4651736
1 0.5888691
2 0.00003488959
2 0.0009513793
2 0.00442483
2 0.01217856
2 0.02594248
2 0.04745111
2 0.07844249
2 0.1206575
2 0.1758396
2 0.2457341
2 0.3320884
2 0.4366514
2 0.5611737
2 0.7074071
3 0.00004571403
3 0.001296832
3 0.006143462
3 0.01711485
3 0.036789
3 0.06777823
3 0.1127216
3 0.1742799
3 0.2551329
3 0.3579763
3 0.4855202
3 0.6404877
3 0.8256136
3 1.043644
4 0.00003375
4 0.00091125
4 0.00421875
4 0.01157625
4 0.02460375
4 0.04492125
4 0.07414875
4 0.1139063
4 0.1658138
4 0.2314913
4 0.3125588
4 0.4106363
4 0.5273438
4 0.6643012
5 0.0006784727
5 0.01427544
5 0.05885403
5 0.1496199
5 0.3003633
5 0.5239795
5 0.8327167
5 1.238322
5 1.752134
5 2.385152
5 3.148085
5 4.051386
5 5.105285
5 6.319811
