0.9998666 0.0001334 0 0 0 0 0 0 0 0 0
0.8159323 0.1840677 0 0 0 0 0 0 0 0 0
0.0530597 0.9424005 0.0045399 0 0 0 0 0 0 0 0
0 0.6769169 0.3228606 0.0002225 0 0 0 0 0 0 0
0 0.0489605 0.9069709 0.0440265 0.0000422 0 0 0 0 0 0
0 0 0.4278972 0.5675418 0.004561 0 0 0 0 0 0
0 0 0.0130615 0.762451 0.2240435 0.000444 0 0 0 0 0
0 0 0 0.1385397 0.7828129 0.0786129 0.0000345 0 0 0 0
0 0 0 0.0007713 0.3471945 0.6204126 0.0316216 0 0 0 0
0 0 0 0 0.0107023 0.5086123 0.4636684 0.017017 0 0 0
0 0 0 0 0 0.033784 0.5743816 0.3770421 0.0146569 0.0001355 0
0 0 0 0 0 0.0000719 0.0520384 0.5523501 0.3478417 0.0476978 0.0000001
0 0 0 0 0 0 0.0000812 0.0502031 0.4714866 0.4782291 0
0 0 0 0 0 0 0 0.0002469 0.107284 0.8924691 0
