0.099 0 0 0 0 0 0 0 0 0 0 0 0 0
0.89 0.099 0 0 0 0 0 0 0 0 0 0 0 0
0.011 0.894 0.112 0 0 0 0 0 0 0 0 0 0 0
0 0.007 0.884 0.126 0 0 0 0 0 0 0 0 0 0
0 0 0.004 0.872 0.139 0 0 0 0 0 0 0 0 0
0 0 0 0.003 0.859 0.15 0 0 0 0 0 0 0 0
0 0 0 0 0.001 0.849 0.169 0 0 0 0 0 0 0
0 0 0 0 0 0.001 0.83 0.193 0 0 0 0 0 0
0 0 0 0 0 0 0 0.807 0.219 0 0 0 0 0
0 0 0 0 0 0 0 0 0.781 0.243 0 0 0 0
0 0 0 0 0 0 0 0 0 0.757 0.277 0 0 0
0 0 0 0 0 0 0 0 0 0 0.723 0.31 0 0
0 0 0 0 0 0 0 0 0 0 0 0.69 0.35 0
0 0 0 0 0 0 0 0 0 0 0 0 0 1
