0.25225 0 0 0 0 0 0 0 0 0 0
0.241575 0 0 0 0 0 0 0 0 0 0
0.20735 0 0 0 0 0 0 0 0 0 0
0.22195 0.001225 0 0 0 0 0 0 0 0 0
0.076875 0.181525 0 0 0 0 0 0 0 0 0
0 0.291525 0 0 0 0 0 0 0 0 0
0 0.33655 0.000875 0 0 0 0 0 0 0 0
0 0.188725 0.2123 0 0 0 0 0 0 0 0
0 0.00045 0.48495 0.000475 0 0 0 0 0 0 0
0 0 0.301575 0.311975 0 0 0 0 0 0 0
0 0 0.0003 0.67435 0.182175 0 0 0 0 0 0
0 0 0 0.0132 0.8175 0.547625 0.0022 0 0 0 0
0 0 0 0 0.000325 0.452375 0.9978 0.999625 0.94975 0.6809 0
0 0 0 0 0 0 0 0.000375 0.05025 0.3191 1
