LE_MET_level6 mapped_stk_code
0 0
0 10
0 1
0 11
0 1000
0 1001
0 1100
0 100
0 101
0 1101
0 111
0 110
0 1111
1 0
1 10
1 1
1 11
1 1000
1 1001
1 1100
1 100
1 101
1 1101
1 111
1 110
1 1111
2 0
2 10
2 1
2 11
2 1000
2 1001
2 1100
2 100
2 101
2 1101
2 111
2 110
2 1111
3 0
3 10
3 1
3 11
3 1000
3 1001
3 1100
3 100
3 101
3 1101
3 111
3 110
3 1111
