1 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0
0.994511 0.005489 0 0 0 0 0 0 0 0 0
0.2975039 0.7024961 0 0 0 0 0 0 0 0 0
0 1 0 0 0 0 0 0 0 0 0
0 0.9974068 0.0025932 0 0 0 0 0 0 0 0
0 0.4706066 0.5293934 0 0 0 0 0 0 0 0
0 0.0009262 0.9980962 0.0009776 0 0 0 0 0 0 0
0 0 0.4915247 0.5084753 0 0 0 0 0 0 0
0 0 0.0003501 0.7870335 0.2126163 0 0 0 0 0 0.0000001
0 0 0 0.0095616 0.592166 0.3966788 0.0015936 0 0 0 0
0 0 0 0 0.0000796 0.1108552 0.2445124 0.2449596 0.2327377 0.1668556 0
0 0 0 0 0 0 0 0.0010143 0.1359118 0.8630739 0
